YYYYMMDD,t1 [days],Ap1 [2 nT],YYYYMMDD,t2 [days],Ap2 [2 nT]
19340521,872,7,19850521,872,8
19340522,873,8,19850522,873,5
19340523,874,6,19850523,874,4
19340524,875,5,19850524,875,5
19340525,876,7,19850525,876,8
19340526,877,4,19850526,877,9
19340527,878,2,19850527,878,5
19340528,879,0,19850528,879,5
19340529,880,2,19850529,880,4
19340530,881,4,19850530,881,3
19340531,882,2,19850531,882,7
19340601,883,3,19850601,883,18
19340602,884,2,19850602,884,6
19340603,885,2,19850603,885,4
19340604,886,6,19850604,886,5
19340605,887,18,19850605,887,5
19340606,888,14,19850606,888,25
19340607,889,4,19850607,889,30
19340608,890,9,19850608,890,16
19340609,891,8,19850609,891,22
19340610,892,4,19850610,892,30
19340611,893,8,19850611,893,11
19340612,894,11,19850612,894,10
19340613,895,3,19850613,895,4
19340614,896,5,19850614,896,4
19340615,897,9,19850615,897,5
19340616,898,4,19850616,898,3
19340617,899,4,19850617,899,7
19340618,900,9,19850618,900,4
19340619,901,4,19850619,901,3
19340620,902,4,19850620,902,13
19340621,903,1,19850621,903,7
19340622,904,2,19850622,904,6
19340623,905,3,19850623,905,7
19340624,906,3,19850624,906,5
19340625,907,2,19850625,907,12
19340626,908,2,19850626,908,21
19340627,909,6,19850627,909,13
19340628,910,4,19850628,910,18
19340629,911,3,19850629,911,13
19340630,912,2,19850630,912,10
19340701,913,6,19850701,913,14
19340702,914,3,19850702,914,3
19340703,915,18,19850703,915,6
19340704,916,9,19850704,916,33
19340705,917,8,19850705,917,16
19340706,918,5,19850706,918,21
19340707,919,4,19850707,919,19
19340708,920,4,19850708,920,16
19340709,921,5,19850709,921,8
19340710,922,3,19850710,922,8
19340711,923,4,19850711,923,10
19340712,924,4,19850712,924,48
19340713,925,4,19850713,925,20
19340714,926,7,19850714,926,16
19340715,927,6,19850715,927,7
19340716,928,8,19850716,928,5
19340717,929,4,19850717,929,20
19340718,930,4,19850718,930,13
19340719,931,3,19850719,931,8
19340720,932,3,19850720,932,8
19340721,933,3,19850721,933,5
19340722,934,2,19850722,934,4
19340723,935,2,19850723,935,13
19340724,936,4,19850724,936,12
19340725,937,4,19850725,937,12
19340726,938,3,19850726,938,16
19340727,939,3,19850727,939,15
19340728,940,2,19850728,940,13
19340729,941,8,19850729,941,5
19340730,942,31,19850730,942,11
19340731,943,10,19850731,943,36
19340801,944,14,19850801,944,18
19340802,945,8,19850802,945,11
19340803,946,20,19850803,946,6
19340804,947,14,19850804,947,6
19340805,948,9,19850805,948,4
19340806,949,8,19850806,949,3
19340807,950,6,19850807,950,4
19340808,951,5,19850808,951,6
19340809,952,3,19850809,952,5
19340810,953,5,19850810,953,7
19340811,954,5,19850811,954,5
19340812,955,9,19850812,955,27
19340813,956,8,19850813,956,41
19340814,957,7,19850814,957,11
19340815,958,6,19850815,958,12
19340816,959,5,19850816,959,9
19340817,960,9,19850817,960,9
19340818,961,8,19850818,961,12
19340819,962,9,19850819,962,12
19340820,963,3,19850820,963,12
19340821,964,5,19850821,964,10
19340822,965,9,19850822,965,28
19340823,966,4,19850823,966,17
19340824,967,2,19850824,967,7
19340825,968,2,19850825,968,18
19340826,969,13,19850826,969,14
19340827,970,20,19850827,970,15
19340828,971,22,19850828,971,13
19340829,972,21,19850829,972,17
19340830,973,14,19850830,973,10
19340831,974,9,19850831,974,32
19340901,975,10,19850901,975,6
19340902,976,20,19850902,976,4
19340903,977,14,19850903,977,4
19340904,978,9,19850904,978,2
19340905,979,3,19850905,979,3
19340906,980,5,19850906,980,9
19340907,981,7,19850907,981,9
19340908,982,6,19850908,982,10
19340909,983,3,19850909,983,12
19340910,984,2,19850910,984,12
19340911,985,6,19850911,985,9
19340912,986,8,19850912,986,5
19340913,987,2,19850913,987,5
19340914,988,3,19850914,988,29
19340915,989,3,19850915,989,18
19340916,990,11,19850916,990,33
19340917,991,13,19850917,991,13
19340918,992,4,19850918,992,5
19340919,993,7,19850919,993,35
19340920,994,9,19850920,994,29
19340921,995,5,19850921,995,23
19340922,996,11,19850922,996,13
19340923,997,3,19850923,997,9
19340924,998,27,19850924,998,17
19340925,999,54,19850925,999,18
19340926,1000,11,19850926,1000,19
19340927,1001,21,19850927,1001,17
19340928,1002,10,19850928,1002,6
19340929,1003,5,19850929,1003,4
19340930,1004,13,19850930,1004,5
19341001,1005,6,19851001,1005,3
19341002,1006,5,19851002,1006,5
19341003,1007,3,19851003,1007,11
19341004,1008,4,19851004,1008,12
19341005,1009,4,19851005,1009,66
19341006,1010,4,19851006,1010,41
19341007,1011,4,19851007,1011,27
19341008,1012,2,19851008,1012,16
19341009,1013,1,19851009,1013,6
19341010,1014,1,19851010,1014,6
19341011,1015,1,19851011,1015,16
19341012,1016,7,19851012,1016,12
19341013,1017,11,19851013,1017,20
19341014,1018,6,19851014,1018,8
19341015,1019,12,19851015,1019,18
19341016,1020,3,19851016,1020,17
19341017,1021,5,19851017,1021,15
19341018,1022,4,19851018,1022,22
19341019,1023,0,19851019,1023,14
19341020,1024,6,19851020,1024,6
19341021,1025,6,19851021,1025,16
19341022,1026,7,19851022,1026,17
19341023,1027,3,19851023,1027,13
19341024,1028,25,19851024,1028,8
19341025,1029,16,19851025,1029,9
19341026,1030,15,19851026,1030,4
19341027,1031,7,19851027,1031,4
19341028,1032,6,19851028,1032,4
19341029,1033,2,19851029,1033,11
19341030,1034,3,19851030,1034,3
19341031,1035,3,19851031,1035,6
19341101,1036,1,19851101,1036,15
19341102,1037,2,19851102,1037,32
19341103,1038,4,19851103,1038,28
19341104,1039,4,19851104,1039,16
19341105,1040,4,19851105,1040,10
19341106,1041,3,19851106,1041,13
19341107,1042,24,19851107,1042,7
19341108,1043,15,19851108,1043,6
19341109,1044,10,19851109,1044,14
19341110,1045,5,19851110,1045,19
19341111,1046,4,19851111,1046,10
19341112,1047,4,19851112,1047,4
19341113,1048,5,19851113,1048,24
19341114,1049,5,19851114,1049,17
19341115,1050,2,19851115,1050,16
19341116,1051,3,19851116,1051,10
19341117,1052,4,19851117,1052,14
19341118,1053,4,19851118,1053,15
19341119,1054,4,19851119,1054,14
19341120,1055,1,19851120,1055,3
19341121,1056,2,19851121,1056,5
19341122,1057,0,19851122,1057,8
19341123,1058,1,19851123,1058,4
19341124,1059,6,19851124,1059,4
19341125,1060,9,19851125,1060,6
19341126,1061,2,19851126,1061,6
19341127,1062,3,19851127,1062,20
19341128,1063,6,19851128,1063,8
19341129,1064,4,19851129,1064,37
19341130,1065,1,19851130,1065,52
19341201,1066,10,19851201,1066,15
19341202,1067,7,19851202,1067,14
19341203,1068,12,19851203,1068,9
19341204,1069,40,19851204,1069,12
19341205,1070,12,19851205,1070,8
19341206,1071,4,19851206,1071,7
19341207,1072,7,19851207,1072,5
19341208,1073,5,19851208,1073,3
19341209,1074,4,19851209,1074,5
19341210,1075,3,19851210,1075,17
19341211,1076,4,19851211,1076,11
19341212,1077,2,19851212,1077,7
19341213,1078,2,19851213,1078,30
19341214,1079,3,19851214,1079,11
19341215,1080,7,19851215,1080,10
19341216,1081,1,19851216,1081,6
19341217,1082,1,19851217,1082,8
19341218,1083,4,19851218,1083,12
19341219,1084,6,19851219,1084,41
19341220,1085,4,19851220,1085,11
19341221,1086,10,19851221,1086,5
19341222,1087,7,19851222,1087,6
19341223,1088,1,19851223,1088,4
19341224,1089,10,19851224,1089,10
19341225,1090,14,19851225,1090,6
19341226,1091,7,19851226,1091,8
19341227,1092,2,19851227,1092,12
19341228,1093,4,19851228,1093,35
19341229,1094,24,19851229,1094,7
19341230,1095,26,19851230,1095,46
19341231,1096,14,19851231,1096,22
19350101,1097,12,19860101,1097,25
19350102,1098,12,19860102,1098,18
19350103,1099,11,19860103,1099,10
19350104,1100,11,19860104,1100,5
19350105,1101,4,19860105,1101,4
19350106,1102,1,19860106,1102,20
19350107,1103,3,19860107,1103,32
19350108,1104,3,19860108,1104,11
19350109,1105,2,19860109,1105,14
19350110,1106,4,19860110,1106,11
19350111,1107,7,19860111,1107,4
19350112,1108,5,19860112,1108,5
19350113,1109,6,19860113,1109,3
19350114,1110,3,19860114,1110,4
19350115,1111,8,19860115,1111,5
19350116,1112,4,19860116,1112,3
19350117,1113,28,19860117,1113,6
19350118,1114,15,19860118,1114,7
19350119,1115,6,19860119,1115,4
19350120,1116,6,19860120,1116,15
19350121,1117,9,19860121,1117,27
19350122,1118,10,19860122,1118,11
19350123,1119,18,19860123,1119,17
19350124,1120,14,19860124,1120,12
19350125,1121,8,19860125,1121,26
19350126,1122,9,19860126,1122,12
19350127,1123,13,19860127,1123,37
19350128,1124,18,19860128,1124,30
19350129,1125,3,19860129,1125,19
19350130,1126,6,19860130,1126,14
19350131,1127,12,19860131,1127,8
19350201,1128,12,19860201,1128,5
19350202,1129,24,19860202,1129,6
19350203,1130,13,19860203,1130,6
19350204,1131,4,19860204,1131,5
19350205,1132,4,19860205,1132,7
19350206,1133,3,19860206,1133,11
19350207,1134,6,19860207,1134,82
19350208,1135,8,19860208,1135,202
19350209,1136,5,19860209,1136,100
19350210,1137,6,19860210,1137,10
19350211,1138,2,19860211,1138,20
19350212,1139,5,19860212,1139,18
19350213,1140,29,19860213,1140,15
19350214,1141,26,19860214,1141,19
19350215,1142,12,19860215,1142,5
19350216,1143,10,19860216,1143,5
19350217,1144,8,19860217,1144,9
19350218,1145,10,19860218,1145,14
19350219,1146,4,19860219,1146,9
19350220,1147,7,19860220,1147,17
19350221,1148,18,19860221,1148,26
19350222,1149,7,19860222,1149,30
19350223,1150,8,19860223,1150,35
19350224,1151,11,19860224,1151,19
19350225,1152,11,19860225,1152,18
19350226,1153,16,19860226,1153,26
19350227,1154,2,19860227,1154,20
19350228,1155,2,19860228,1155,25
19350301,1156,14,19860301,1156,18
19350302,1157,11,19860302,1157,12
19350303,1158,10,19860303,1158,12
19350304,1159,5,19860304,1159,8
19350305,1160,5,19860305,1160,8
19350306,1161,4,19860306,1161,32
19350307,1162,4,19860307,1162,33
19350308,1163,5,19860308,1163,23
19350309,1164,5,19860309,1164,5
19350310,1165,4,19860310,1165,2
19350311,1166,7,19860311,1166,2
19350312,1167,3,19860312,1167,7
19350313,1168,23,19860313,1168,21
19350314,1169,42,19860314,1169,8
19350315,1170,30,19860315,1170,8
19350316,1171,16,19860316,1171,6
19350317,1172,12,19860317,1172,6
19350318,1173,8,19860318,1173,8
19350319,1174,7,19860319,1174,9
19350320,1175,9,19860320,1175,3
19350321,1176,15,19860321,1176,17
19350322,1177,7,19860322,1177,22
19350323,1178,5,19860323,1178,11
19350324,1179,14,19860324,1179,21
19350325,1180,6,19860325,1180,27
19350326,1181,5,19860326,1181,12
19350327,1182,5,19860327,1182,18
19350328,1183,2,19860328,1183,14
19350329,1184,2,19860329,1184,8
19350330,1185,13,19860330,1185,5
19350331,1186,6,19860331,1186,7
19350401,1187,1,19860401,1187,8
19350402,1188,1,19860402,1188,5
19350403,1189,2,19860403,1189,14
19350404,1190,4,19860404,1190,4
19350405,1191,2,19860405,1191,9
19350406,1192,1,19860406,1192,4
19350407,1193,1,19860407,1193,5
19350408,1194,7,19860408,1194,5
19350409,1195,16,19860409,1195,13
19350410,1196,25,19860410,1196,19
19350411,1197,50,19860411,1197,6
19350412,1198,28,19860412,1198,10
19350413,1199,25,19860413,1199,5
19350414,1200,7,19860414,1200,4
19350415,1201,6,19860415,1201,7
19350416,1202,9,19860416,1202,8
19350417,1203,7,19860417,1203,6
19350418,1204,11,19860418,1204,7
19350419,1205,5,19860419,1205,11
19350420,1206,3,19860420,1206,5
19350421,1207,3,19860421,1207,7
19350422,1208,2,19860422,1208,11
19350423,1209,6,19860423,1209,10
19350424,1210,5,19860424,1210,12
19350425,1211,4,19860425,1211,7
19350426,1212,2,19860426,1212,7
19350427,1213,2,19860427,1213,4
19350428,1214,1,19860428,1214,11
19350429,1215,1,19860429,1215,9
19350430,1216,4,19860430,1216,5
19350501,1217,30,19860501,1217,5
19350502,1218,12,19860502,1218,43
19350503,1219,5,19860503,1219,40
19350504,1220,3,19860504,1220,17
19350505,1221,2,19860505,1221,17
19350506,1222,2,19860506,1222,67
19350507,1223,2,19860507,1223,12
19350508,1224,1,19860508,1224,7
19350509,1225,1,19860509,1225,5
19350510,1226,11,19860510,1226,6
19350511,1227,12,19860511,1227,6
19350512,1228,12,19860512,1228,7
19350513,1229,6,19860513,1229,4
19350514,1230,4,19860514,1230,3
19350515,1231,4,19860515,1231,4
19350516,1232,12,19860516,1232,7
19350517,1233,2,19860517,1233,8
19350518,1234,5,19860518,1234,5
19350519,1235,5,19860519,1235,8
19350520,1236,16,19860520,1236,5
19350521,1237,6,19860521,1237,6
19350522,1238,7,19860522,1238,3
19350523,1239,2,19860523,1239,8
19350524,1240,1,19860524,1240,7
19350525,1241,2,19860525,1241,10
19350526,1242,4,19860526,1242,8
19350527,1243,4,19860527,1243,7
19350528,1244,2,19860528,1244,3
19350529,1245,4,19860529,1245,4
19350530,1246,7,19860530,1246,10
19350531,1247,4,19860531,1247,17
19350601,1248,3,19860601,1248,15
19350602,1249,2,19860602,1249,8
19350603,1250,3,19860603,1250,10
19350604,1251,9,19860604,1251,7
19350605,1252,6,19860605,1252,5
19350606,1253,5,19860606,1253,6
19350607,1254,30,19860607,1254,12
19350608,1255,29,19860608,1255,7
19350609,1256,26,19860609,1256,7
19350610,1257,23,19860610,1257,13
19350611,1258,18,19860611,1258,6
19350612,1259,6,19860612,1259,6
19350613,1260,6,19860613,1260,6
19350614,1261,4,19860614,1261,6
19350615,1262,1,19860615,1262,5
19350616,1263,3,19860616,1263,5
19350617,1264,7,19860617,1264,8
19350618,1265,32,19860618,1265,9
19350619,1266,15,19860619,1266,5
19350620,1267,8,19860620,1267,6
19350621,1268,6,19860621,1268,6
19350622,1269,3,19860622,1269,8
19350623,1270,3,19860623,1270,5
19350624,1271,3,19860624,1271,7
19350625,1272,2,19860625,1272,3
19350626,1273,3,19860626,1273,5
19350627,1274,4,19860627,1274,28
19350628,1275,8,19860628,1275,18
19350629,1276,8,19860629,1276,11
19350630,1277,8,19860630,1277,9
19350701,1278,4,19860701,1278,7
19350702,1279,5,19860702,1279,13
19350703,1280,3,19860703,1280,8
19350704,1281,3,19860704,1281,7
19350705,1282,2,19860705,1282,7
19350706,1283,2,19860706,1283,5
19350707,1284,5,19860707,1284,4
19350708,1285,18,19860708,1285,6
19350709,1286,8,19860709,1286,6
19350710,1287,3,19860710,1287,6
19350711,1288,6,19860711,1288,4
19350712,1289,4,19860712,1289,6
19350713,1290,4,19860713,1290,7
19350714,1291,10,19860714,1291,4
19350715,1292,5,19860715,1292,4
19350716,1293,4,19860716,1293,5
19350717,1294,2,19860717,1294,8
19350718,1295,3,19860718,1295,6
19350719,1296,8,19860719,1296,4
19350720,1297,4,19860720,1297,3
19350721,1298,4,19860721,1298,6
19350722,1299,10,19860722,1299,7
19350723,1300,7,19860723,1300,5
19350724,1301,20,19860724,1301,15
19350725,1302,32,19860725,1302,17
19350726,1303,5,19860726,1303,20
19350727,1304,6,19860727,1304,16
19350728,1305,4,19860728,1305,9
19350729,1306,6,19860729,1306,17
19350730,1307,3,19860730,1307,11
19350731,1308,4,19860731,1308,12
19350801,1309,6,19860801,1309,6
19350802,1310,3,19860802,1310,5
19350803,1311,2,19860803,1311,19
19350804,1312,3,19860804,1312,20
19350805,1313,5,19860805,1313,9
19350806,1314,7,19860806,1314,6
19350807,1315,5,19860807,1315,4
19350808,1316,3,19860808,1316,7
19350809,1317,4,19860809,1317,10
19350810,1318,4,19860810,1318,6
19350811,1319,3,19860811,1319,7
19350812,1320,2,19860812,1320,10
19350813,1321,4,19860813,1321,10
19350814,1322,1,19860814,1322,5
19350815,1323,4,19860815,1323,6
19350816,1324,6,19860816,1324,4
19350817,1325,2,19860817,1325,9
19350818,1326,2,19860818,1326,3
19350819,1327,7,19860819,1327,4
19350820,1328,10,19860820,1328,15
19350821,1329,11,19860821,1329,29
19350822,1330,9,19860822,1330,29
19350823,1331,11,19860823,1331,25
19350824,1332,6,19860824,1332,22
19350825,1333,8,19860825,1333,17
19350826,1334,3,19860826,1334,12
19350827,1335,12,19860827,1335,13
19350828,1336,8,19860828,1336,12
19350829,1337,4,19860829,1337,22
19350830,1338,6,19860830,1338,27
19350831,1339,7,19860831,1339,16
19350901,1340,9,19860901,1340,9
19350902,1341,2,19860902,1341,16
19350903,1342,4,19860903,1342,7
19350904,1343,9,19860904,1343,7
19350905,1344,6,19860905,1344,9
19350906,1345,4,19860906,1345,8
19350907,1346,8,19860907,1346,5
19350908,1347,4,19860908,1347,5
19350909,1348,6,19860909,1348,6
19350910,1349,14,19860910,1349,6
19350911,1350,50,19860911,1350,16
19350912,1351,24,19860912,1351,89
19350913,1352,3,19860913,1352,22
19350914,1353,4,19860914,1353,12
19350915,1354,9,19860915,1354,18
19350916,1355,13,19860916,1355,7
19350917,1356,23,19860917,1356,14
19350918,1357,21,19860918,1357,20
19350919,1358,14,19860919,1358,21
19350920,1359,5,19860920,1359,18
19350921,1360,2,19860921,1360,11
19350922,1361,2,19860922,1361,4
19350923,1362,28,19860923,1362,43
19350924,1363,17,19860924,1363,22
19350925,1364,46,19860925,1364,26
19350926,1365,17,19860926,1365,27
19350927,1366,10,19860927,1366,20
19350928,1367,10,19860928,1367,13
19350929,1368,7,19860929,1368,13
19350930,1369,18,19860930,1369,5
19351001,1370,12,19861001,1370,7
19351002,1371,6,19861002,1371,23
19351003,1372,2,19861003,1372,9
19351004,1373,3,19861004,1373,7
19351005,1374,2,19861005,1374,19
19351006,1375,0,19861006,1375,12
19351007,1376,10,19861007,1376,5
19351008,1377,5,19861008,1377,6
19351009,1378,4,19861009,1378,6
19351010,1379,9,19861010,1379,3
19351011,1380,12,19861011,1380,4
19351012,1381,5,19861012,1381,2
19351013,1382,4,19861013,1382,28
19351014,1383,11,19861014,1383,31
19351015,1384,18,19861015,1384,14
19351016,1385,15,19861016,1385,6
19351017,1386,12,19861017,1386,6
19351018,1387,13,19861018,1387,13
19351019,1388,7,19861019,1388,21
19351020,1389,35,19861020,1389,14
